marks,total,test,reason,id,correct
0.1,0.1,goodreads/README.md,present,24f1002112,1
0.1,0.1,goodreads/*.png,present,24f1002112,1
0.1,0.1,happiness/README.md,present,24f1002112,1
0.1,0.1,happiness/*.png,present,24f1002112,1
0.1,0.1,media/README.md,present,24f1002112,1
0.1,0.1,media/*.png,present,24f1002112,1
0.5,0.5,uv run autolysis goodreads.csv,ran,24f1002112,1
0.5,0.5,uv run autolysis *,ran,24f1002112,1
0.5,0.5,public_repo,exists,22f3001905,1
0.5,0.5,mit_license,present,22f3001905,1
0.4,0.4,autolysis.py,present,22f3001905,1
0.1,0.1,goodreads/README.md,present,22f3001905,1
0.1,0.1,goodreads/*.png,present,22f3001905,1
0.1,0.1,happiness/README.md,present,22f3001905,1
0.1,0.1,happiness/*.png,present,22f3001905,1
0.1,0.1,media/README.md,present,22f3001905,1
0.1,0.1,media/*.png,present,22f3001905,1
0.0,0.5,uv run autolysis goodreads.csv,"Command '['uv', 'run', '/root/.local/share/tds-sep-24-project-2/22f3001905/autolysis.py', '/root/.local/share/tds-sep-24-project-2/datasets/goodreads.csv']' timed out after 180 seconds",22f3001905,0
0.0,0.5,uv run autolysis *,did not run all,22f3001905,0
0.5,0.5,public_repo,exists,23f1000996,1
0.5,0.5,mit_license,present,23f1000996,1
0.4,0.4,autolysis.py,present,23f1000996,1
0.1,0.1,goodreads/README.md,present,23f1000996,1
0.1,0.1,goodreads/*.png,present,23f1000996,1
0.1,0.1,happiness/README.md,present,23f1000996,1
0.1,0.1,happiness/*.png,present,23f1000996,1
0.1,0.1,media/README.md,present,23f1000996,1
0.1,0.1,media/*.png,present,23f1000996,1
0.0,0.5,uv run autolysis goodreads.csv,"Traceback (most recent call last):   File ""/root/.local/share/tds-sep-24-project-2/23f1000996/autolysis.py"", line 9, in <module>     from google.colab import files ModuleNotFoundError: No module named 'google' ",23f1000996,0
0.0,0.5,uv run autolysis *,did not run all,23f1000996,0
0.5,0.5,public_repo,exists,23f2003124,1
0.5,0.5,mit_license,present,23f2003124,1
0.4,0.4,autolysis.py,present,23f2003124,1
0.1,0.1,goodreads/README.md,present,23f2003124,1
0.1,0.1,goodreads/*.png,present,23f2003124,1
0.1,0.1,happiness/README.md,present,23f2003124,1
0.1,0.1,happiness/*.png,present,23f2003124,1
0.1,0.1,media/README.md,present,23f2003124,1
0.1,0.1,media/*.png,present,23f2003124,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f2003124,1
0.5,0.5,uv run autolysis *,ran,23f2003124,1
0.5,0.5,public_repo,exists,23f2004971,1
0.5,0.5,mit_license,present,23f2004971,1
0.4,0.4,autolysis.py,present,23f2004971,1
0.0,0.1,goodreads/README.md,missing,23f2004971,0
0.0,0.1,goodreads/*.png,missing,23f2004971,0
0.0,0.1,happiness/README.md,missing,23f2004971,0
0.0,0.1,happiness/*.png,missing,23f2004971,0
0.0,0.1,media/README.md,missing,23f2004971,0
0.0,0.1,media/*.png,missing,23f2004971,0
0.0,0.5,uv run autolysis goodreads.csv,"Traceback (most recent call last):   File ""/root/.local/share/tds-sep-24-project-2/23f2004971/autolysis.py"", line 206, in <module>     main()     ~~~~^^   File ""/root/.local/share/tds-sep-24-project-2/23f2004971/autolysis.py"", line 193, in main     df = load_and_prepare_data(file_path)   File ""/root/.local/share/tds-sep-24-project-2/23f2004971/autolysis.py"", line 12, in load_and_prepare_data     df = pd.read_csv(file_path)   File ""/root/.cache/uv/archive-v0/yeZHewfxda43i9kCUy-uM/lib/python3.13/site-packages/pandas/io/parsers/readers.py"", line 1026, in read_csv     return _read(filepath_or_buffer, kwds)   File ""/root/.cache/uv/archive-v0/yeZHewfxda43i9kCUy-uM/lib/python3.13/site-packages/pandas/io/parsers/readers.py"", line 620, in _read     parser = TextFileReader(filepath_or_buffer, **kwds)   File ""/root/.cache/uv/archive-v0/yeZHewfxda43i9kCUy-uM/lib/python3.13/site-packages/pandas/io/parsers/readers.py"", line 1620, in __init__     self._engine = self._make_engine(f, self.engine)                    ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^   File ""/root/.cache/uv/archive-v0/yeZHewfxda43i9kCUy-uM/lib/python3.13/site-packages/pandas/io/parsers/readers.py"", line 1880, in _make_engine     self.handles = get_handle(                    ~~~~~~~~~~^         f,         ^^     ...<6 lines>...         storage_options=self.options.get(""storage_options"", None),         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^     )     ^   File ""/root/.cache/uv/archive-v0/yeZHewfxda43i9kCUy-uM/lib/python3.13/site-packages/pandas/io/common.py"", line 873, in get_handle     handle = open(         handle,     ...<3 lines>...         newline="""",     ) FileNotFoundError: [Errno 2] No such file or directory: 'C:\\Users\\SULAKSH\\Downloads\\goodreads.csv' ",23f2004971,0
0.0,0.5,uv run autolysis *,did not run all,23f2004971,0
0.5,0.5,public_repo,exists,22f2000713,1
0.5,0.5,mit_license,present,22f2000713,1
0.4,0.4,autolysis.py,present,22f2000713,1
0.1,0.1,goodreads/README.md,present,22f2000713,1
0.1,0.1,goodreads/*.png,present,22f2000713,1
0.1,0.1,happiness/README.md,present,22f2000713,1
0.1,0.1,happiness/*.png,present,22f2000713,1
0.1,0.1,media/README.md,present,22f2000713,1
0.1,0.1,media/*.png,present,22f2000713,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f2000713,1
0.5,0.5,uv run autolysis *,ran,22f2000713,1
0.5,0.5,public_repo,exists,22f3002986,1
0.5,0.5,mit_license,present,22f3002986,1
0.4,0.4,autolysis.py,present,22f3002986,1
0.1,0.1,goodreads/README.md,present,22f3002986,1
0.1,0.1,goodreads/*.png,present,22f3002986,1
0.1,0.1,happiness/README.md,present,22f3002986,1
0.1,0.1,happiness/*.png,present,22f3002986,1
0.1,0.1,media/README.md,present,22f3002986,1
0.1,0.1,media/*.png,present,22f3002986,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f3002986,1
0.5,0.5,uv run autolysis *,ran,22f3002986,1
0.5,0.5,public_repo,exists,23f2003662,1
0.5,0.5,mit_license,present,23f2003662,1
0.4,0.4,autolysis.py,present,23f2003662,1
0.1,0.1,goodreads/README.md,present,23f2003662,1
0.1,0.1,goodreads/*.png,present,23f2003662,1
0.1,0.1,happiness/README.md,present,23f2003662,1
0.1,0.1,happiness/*.png,present,23f2003662,1
0.1,0.1,media/README.md,present,23f2003662,1
0.1,0.1,media/*.png,present,23f2003662,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f2003662,1
0.5,0.5,uv run autolysis *,ran,23f2003662,1
0.5,0.5,public_repo,exists,22f3003110,1
0.5,0.5,mit_license,present,22f3003110,1
0.4,0.4,autolysis.py,present,22f3003110,1
0.1,0.1,goodreads/README.md,present,22f3003110,1
0.1,0.1,goodreads/*.png,present,22f3003110,1
0.1,0.1,happiness/README.md,present,22f3003110,1
0.1,0.1,happiness/*.png,present,22f3003110,1
0.1,0.1,media/README.md,present,22f3003110,1
0.1,0.1,media/*.png,present,22f3003110,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f3003110,1
0.5,0.5,uv run autolysis *,ran,22f3003110,1
0.5,0.5,public_repo,exists,21f2000753,1
0.5,0.5,mit_license,present,21f2000753,1
0.4,0.4,autolysis.py,present,21f2000753,1
0.1,0.1,goodreads/README.md,present,21f2000753,1
0.1,0.1,goodreads/*.png,present,21f2000753,1
0.1,0.1,happiness/README.md,present,21f2000753,1
0.1,0.1,happiness/*.png,present,21f2000753,1
0.1,0.1,media/README.md,present,21f2000753,1
0.1,0.1,media/*.png,present,21f2000753,1
0.5,0.5,uv run autolysis goodreads.csv,ran,21f2000753,1
0.5,0.5,uv run autolysis *,ran,21f2000753,1
0.5,0.5,public_repo,exists,23f1001747,1
0.5,0.5,mit_license,present,23f1001747,1
0.4,0.4,autolysis.py,present,23f1001747,1
0.1,0.1,goodreads/README.md,present,23f1001747,1
0.1,0.1,goodreads/*.png,present,23f1001747,1
0.1,0.1,happiness/README.md,present,23f1001747,1
0.1,0.1,happiness/*.png,present,23f1001747,1
0.1,0.1,media/README.md,present,23f1001747,1
0.1,0.1,media/*.png,present,23f1001747,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f1001747,1
0.5,0.5,uv run autolysis *,ran,23f1001747,1
0.5,0.5,public_repo,exists,24f1000237,1
0.5,0.5,mit_license,present,24f1000237,1
0.4,0.4,autolysis.py,present,24f1000237,1
0.1,0.1,goodreads/README.md,present,24f1000237,1
0.1,0.1,goodreads/*.png,present,24f1000237,1
0.1,0.1,happiness/README.md,present,24f1000237,1
0.1,0.1,happiness/*.png,present,24f1000237,1
0.1,0.1,media/README.md,present,24f1000237,1
0.1,0.1,media/*.png,present,24f1000237,1
0.5,0.5,uv run autolysis goodreads.csv,ran,24f1000237,1
0.5,0.5,uv run autolysis *,ran,24f1000237,1
0.5,0.5,public_repo,exists,21f1005029,1
0.5,0.5,mit_license,present,21f1005029,1
0.4,0.4,autolysis.py,present,21f1005029,1
0.0,0.1,goodreads/README.md,missing,21f1005029,0
0.0,0.1,goodreads/*.png,missing,21f1005029,0
0.0,0.1,happiness/README.md,missing,21f1005029,0
0.0,0.1,happiness/*.png,missing,21f1005029,0
0.0,0.1,media/README.md,missing,21f1005029,0
0.0,0.1,media/*.png,missing,21f1005029,0
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/21f1005029/goodreads.csv,21f1005029,0
0.0,0.5,uv run autolysis *,did not run all,21f1005029,0
0.5,0.5,public_repo,exists,23ds3000049,1
0.5,0.5,mit_license,present,23ds3000049,1
0.4,0.4,autolysis.py,present,23ds3000049,1
0.1,0.1,goodreads/README.md,present,23ds3000049,1
0.1,0.1,goodreads/*.png,present,23ds3000049,1
0.1,0.1,happiness/README.md,present,23ds3000049,1
0.1,0.1,happiness/*.png,present,23ds3000049,1
0.1,0.1,media/README.md,present,23ds3000049,1
0.1,0.1,media/*.png,present,23ds3000049,1
0.0,0.5,uv run autolysis goodreads.csv,"Reading inline script metadata from `/root/.local/share/tds-sep-24-project-2/23ds3000049/autolysis.py` Traceback (most recent call last):   File ""/root/.local/share/tds-sep-24-project-2/23ds3000049/autolysis.py"", line 18, in <module>     from google.colab import files ModuleNotFoundError: No module named 'google' ",23ds3000049,0
0.0,0.5,uv run autolysis *,did not run all,23ds3000049,0
0.5,0.5,public_repo,exists,21f1004246,1
0.5,0.5,mit_license,present,21f1004246,1
0.4,0.4,autolysis.py,present,21f1004246,1
0.1,0.1,goodreads/README.md,present,21f1004246,1
0.1,0.1,goodreads/*.png,present,21f1004246,1
0.1,0.1,happiness/README.md,present,21f1004246,1
0.1,0.1,happiness/*.png,present,21f1004246,1
0.1,0.1,media/README.md,present,21f1004246,1
0.1,0.1,media/*.png,present,21f1004246,1
0.5,0.5,uv run autolysis goodreads.csv,ran,21f1004246,1
0.5,0.5,uv run autolysis *,ran,21f1004246,1
0.5,0.5,public_repo,exists,22f2001193,1
0.5,0.5,mit_license,present,22f2001193,1
0.4,0.4,autolysis.py,present,22f2001193,1
0.1,0.1,goodreads/README.md,present,22f2001193,1
0.1,0.1,goodreads/*.png,present,22f2001193,1
0.1,0.1,happiness/README.md,present,22f2001193,1
0.1,0.1,happiness/*.png,present,22f2001193,1
0.1,0.1,media/README.md,present,22f2001193,1
0.1,0.1,media/*.png,present,22f2001193,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f2001193,1
0.5,0.5,uv run autolysis *,ran,22f2001193,1
0.5,0.5,public_repo,exists,21f1003248,1
0.5,0.5,mit_license,present,21f1003248,1
0.4,0.4,autolysis.py,present,21f1003248,1
0.1,0.1,goodreads/README.md,present,21f1003248,1
0.1,0.1,goodreads/*.png,present,21f1003248,1
0.1,0.1,happiness/README.md,present,21f1003248,1
0.1,0.1,happiness/*.png,present,21f1003248,1
0.1,0.1,media/README.md,present,21f1003248,1
0.1,0.1,media/*.png,present,21f1003248,1
0.0,0.5,uv run autolysis goodreads.csv,"Reading inline script metadata from `/root/.local/share/tds-sep-24-project-2/21f1003248/autolysis.py` Installed 40 packages in 86ms Traceback (most recent call last):   File ""/root/.local/share/tds-sep-24-project-2/21f1003248/autolysis.py"", line 23, in <module>     import cv2   File ""/root/.cache/uv/archive-v0/SBAIzRfjw7k1NDC6KiX0a/lib/python3.13/site-packages/cv2/__init__.py"", line 181, in <module>     bootstrap()     ~~~~~~~~~^^   File ""/root/.cache/uv/archive-v0/SBAIzRfjw7k1NDC6KiX0a/lib/python3.13/site-packages/cv2/__init__.py"", line 153, in bootstrap     native_module = importlib.import_module(""cv2"")   File ""/root/.local/share/uv/python/cpython-3.13.1-linux-x86_64-gnu/lib/python3.13/importlib/__init__.py"", line 88, in import_module     return _bootstrap._gcd_import(name[level:], package, level)            ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ ImportError: libGL.so.1: cannot open shared object file: No such file or directory ",21f1003248,0
0.0,0.5,uv run autolysis *,did not run all,21f1003248,0
0.5,0.5,public_repo,exists,23f2002105,1
0.5,0.5,mit_license,present,23f2002105,1
0.4,0.4,autolysis.py,present,23f2002105,1
0.1,0.1,goodreads/README.md,present,23f2002105,1
0.1,0.1,goodreads/*.png,present,23f2002105,1
0.1,0.1,happiness/README.md,present,23f2002105,1
0.1,0.1,happiness/*.png,present,23f2002105,1
0.1,0.1,media/README.md,present,23f2002105,1
0.1,0.1,media/*.png,present,23f2002105,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f2002105,1
0.5,0.5,uv run autolysis *,ran,23f2002105,1
0.5,0.5,public_repo,exists,22f3000966,1
0.5,0.5,mit_license,present,22f3000966,1
0.4,0.4,autolysis.py,present,22f3000966,1
0.1,0.1,goodreads/README.md,present,22f3000966,1
0.1,0.1,goodreads/*.png,present,22f3000966,1
0.1,0.1,happiness/README.md,present,22f3000966,1
0.1,0.1,happiness/*.png,present,22f3000966,1
0.1,0.1,media/README.md,present,22f3000966,1
0.1,0.1,media/*.png,present,22f3000966,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f3000966,1
0.5,0.5,uv run autolysis *,ran,22f3000966,1
0.5,0.5,public_repo,exists,23f1000404,1
0.5,0.5,mit_license,present,23f1000404,1
0.4,0.4,autolysis.py,present,23f1000404,1
0.1,0.1,goodreads/README.md,present,23f1000404,1
0.1,0.1,goodreads/*.png,present,23f1000404,1
0.1,0.1,happiness/README.md,present,23f1000404,1
0.1,0.1,happiness/*.png,present,23f1000404,1
0.1,0.1,media/README.md,present,23f1000404,1
0.1,0.1,media/*.png,present,23f1000404,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f1000404,1
0.5,0.5,uv run autolysis *,ran,23f1000404,1
0.5,0.5,public_repo,exists,22f3000130,1
0.5,0.5,mit_license,present,22f3000130,1
0.4,0.4,autolysis.py,present,22f3000130,1
0.1,0.1,goodreads/README.md,present,22f3000130,1
0.1,0.1,goodreads/*.png,present,22f3000130,1
0.1,0.1,happiness/README.md,present,22f3000130,1
0.1,0.1,happiness/*.png,present,22f3000130,1
0.1,0.1,media/README.md,present,22f3000130,1
0.1,0.1,media/*.png,present,22f3000130,1
0.0,0.5,uv run autolysis goodreads.csv,"Command '['uv', 'run', '/root/.local/share/tds-sep-24-project-2/22f3000130/autolysis.py', '/root/.local/share/tds-sep-24-project-2/datasets/goodreads.csv']' timed out after 180 seconds",22f3000130,0
0.0,0.5,uv run autolysis *,did not run all,22f3000130,0
0.5,0.5,public_repo,exists,22f3001566,1
0.5,0.5,mit_license,present,22f3001566,1
0.4,0.4,autolysis.py,present,22f3001566,1
0.1,0.1,goodreads/README.md,present,22f3001566,1
0.1,0.1,goodreads/*.png,present,22f3001566,1
0.1,0.1,happiness/README.md,present,22f3001566,1
0.1,0.1,happiness/*.png,present,22f3001566,1
0.1,0.1,media/README.md,present,22f3001566,1
0.1,0.1,media/*.png,present,22f3001566,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f3001566,1
0.5,0.5,uv run autolysis *,ran,22f3001566,1
0.5,0.5,public_repo,exists,21f2000372,1
0.0,0.5,mit_license,missing,21f2000372,0
0.4,0.4,autolysis.py,present,21f2000372,1
0.0,0.1,goodreads/README.md,missing,21f2000372,0
0.1,0.1,goodreads/*.png,present,21f2000372,1
0.0,0.1,happiness/README.md,missing,21f2000372,0
0.1,0.1,happiness/*.png,present,21f2000372,1
0.0,0.1,media/README.md,missing,21f2000372,0
0.1,0.1,media/*.png,present,21f2000372,1
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/21f2000372/goodreads.csv,21f2000372,0
0.0,0.5,uv run autolysis *,did not run all,21f2000372,0
0.5,0.5,public_repo,exists,23f3001345,1
0.5,0.5,mit_license,present,23f3001345,1
0.4,0.4,autolysis.py,present,23f3001345,1
0.1,0.1,goodreads/README.md,present,23f3001345,1
0.1,0.1,goodreads/*.png,present,23f3001345,1
0.1,0.1,happiness/README.md,present,23f3001345,1
0.1,0.1,happiness/*.png,present,23f3001345,1
0.1,0.1,media/README.md,present,23f3001345,1
0.1,0.1,media/*.png,present,23f3001345,1
0.0,0.5,uv run autolysis goodreads.csv,"Command '['uv', 'run', '/root/.local/share/tds-sep-24-project-2/23f3001345/autolysis.py', '/root/.local/share/tds-sep-24-project-2/datasets/goodreads.csv']' timed out after 180 seconds",23f3001345,0
0.0,0.5,uv run autolysis *,did not run all,23f3001345,0
0.5,0.5,public_repo,exists,22f1001595,1
0.5,0.5,mit_license,present,22f1001595,1
0.4,0.4,autolysis.py,present,22f1001595,1
0.0,0.1,goodreads/README.md,missing,22f1001595,0
0.0,0.1,goodreads/*.png,missing,22f1001595,0
0.0,0.1,happiness/README.md,missing,22f1001595,0
0.0,0.1,happiness/*.png,missing,22f1001595,0
0.0,0.1,media/README.md,missing,22f1001595,0
0.0,0.1,media/*.png,missing,22f1001595,0
0.0,0.5,uv run autolysis goodreads.csv,,22f1001595,0
0.0,0.5,uv run autolysis *,did not run all,22f1001595,0
0.5,0.5,public_repo,exists,23ds3000089,1
0.5,0.5,mit_license,present,23ds3000089,1
0.4,0.4,autolysis.py,present,23ds3000089,1
0.1,0.1,goodreads/README.md,present,23ds3000089,1
0.1,0.1,goodreads/*.png,present,23ds3000089,1
0.1,0.1,happiness/README.md,present,23ds3000089,1
0.1,0.1,happiness/*.png,present,23ds3000089,1
0.1,0.1,media/README.md,present,23ds3000089,1
0.1,0.1,media/*.png,present,23ds3000089,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23ds3000089,1
0.5,0.5,uv run autolysis *,ran,23ds3000089,1
0.5,0.5,public_repo,exists,23f1001758,1
0.5,0.5,mit_license,present,23f1001758,1
0.4,0.4,autolysis.py,present,23f1001758,1
0.1,0.1,goodreads/README.md,present,23f1001758,1
0.1,0.1,goodreads/*.png,present,23f1001758,1
0.1,0.1,happiness/README.md,present,23f1001758,1
0.1,0.1,happiness/*.png,present,23f1001758,1
0.1,0.1,media/README.md,present,23f1001758,1
0.1,0.1,media/*.png,present,23f1001758,1
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/23f1001758/goodreads.csv,23f1001758,0
0.0,0.5,uv run autolysis *,did not run all,23f1001758,0
0.5,0.5,public_repo,exists,22f2000945,1
0.5,0.5,mit_license,present,22f2000945,1
0.4,0.4,autolysis.py,present,22f2000945,1
0.1,0.1,goodreads/README.md,present,22f2000945,1
0.1,0.1,goodreads/*.png,present,22f2000945,1
0.1,0.1,happiness/README.md,present,22f2000945,1
0.1,0.1,happiness/*.png,present,22f2000945,1
0.1,0.1,media/README.md,present,22f2000945,1
0.1,0.1,media/*.png,present,22f2000945,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f2000945,1
0.5,0.5,uv run autolysis *,ran,22f2000945,1
0.5,0.5,public_repo,exists,23f2003894,1
0.5,0.5,mit_license,present,23f2003894,1
0.4,0.4,autolysis.py,present,23f2003894,1
0.1,0.1,goodreads/README.md,present,23f2003894,1
0.1,0.1,goodreads/*.png,present,23f2003894,1
0.1,0.1,happiness/README.md,present,23f2003894,1
0.1,0.1,happiness/*.png,present,23f2003894,1
0.1,0.1,media/README.md,present,23f2003894,1
0.1,0.1,media/*.png,present,23f2003894,1
0.0,0.5,uv run autolysis goodreads.csv,"Command '['uv', 'run', '/root/.local/share/tds-sep-24-project-2/23f2003894/autolysis.py', '/root/.local/share/tds-sep-24-project-2/datasets/goodreads.csv']' timed out after 180 seconds",23f2003894,0
0.0,0.5,uv run autolysis *,did not run all,23f2003894,0
0.5,0.5,public_repo,exists,22f3002204,1
0.5,0.5,mit_license,present,22f3002204,1
0.4,0.4,autolysis.py,present,22f3002204,1
0.1,0.1,goodreads/README.md,present,22f3002204,1
0.1,0.1,goodreads/*.png,present,22f3002204,1
0.1,0.1,happiness/README.md,present,22f3002204,1
0.1,0.1,happiness/*.png,present,22f3002204,1
0.1,0.1,media/README.md,present,22f3002204,1
0.1,0.1,media/*.png,present,22f3002204,1
0.0,0.5,uv run autolysis goodreads.csv,,22f3002204,0
0.0,0.5,uv run autolysis *,did not run all,22f3002204,0
0.5,0.5,public_repo,exists,22f1001203,1
0.5,0.5,mit_license,present,22f1001203,1
0.4,0.4,autolysis.py,present,22f1001203,1
0.1,0.1,goodreads/README.md,present,22f1001203,1
0.1,0.1,goodreads/*.png,present,22f1001203,1
0.1,0.1,happiness/README.md,present,22f1001203,1
0.1,0.1,happiness/*.png,present,22f1001203,1
0.1,0.1,media/README.md,present,22f1001203,1
0.1,0.1,media/*.png,present,22f1001203,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f1001203,1
0.5,0.5,uv run autolysis *,ran,22f1001203,1
0.5,0.5,public_repo,exists,22f2000517,1
0.5,0.5,mit_license,present,22f2000517,1
0.4,0.4,autolysis.py,present,22f2000517,1
0.1,0.1,goodreads/README.md,present,22f2000517,1
0.1,0.1,goodreads/*.png,present,22f2000517,1
0.1,0.1,happiness/README.md,present,22f2000517,1
0.1,0.1,happiness/*.png,present,22f2000517,1
0.1,0.1,media/README.md,present,22f2000517,1
0.1,0.1,media/*.png,present,22f2000517,1
0.0,0.5,uv run autolysis goodreads.csv,"Command '['uv', 'run', '/root/.local/share/tds-sep-24-project-2/22f2000517/autolysis.py', '/root/.local/share/tds-sep-24-project-2/datasets/goodreads.csv']' timed out after 180 seconds",22f2000517,0
0.0,0.5,uv run autolysis *,did not run all,22f2000517,0
0.5,0.5,public_repo,exists,23f1001467,1
0.5,0.5,mit_license,present,23f1001467,1
0.4,0.4,autolysis.py,present,23f1001467,1
0.1,0.1,goodreads/README.md,present,23f1001467,1
0.1,0.1,goodreads/*.png,present,23f1001467,1
0.1,0.1,happiness/README.md,present,23f1001467,1
0.1,0.1,happiness/*.png,present,23f1001467,1
0.1,0.1,media/README.md,present,23f1001467,1
0.1,0.1,media/*.png,present,23f1001467,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f1001467,1
0.5,0.5,uv run autolysis *,ran,23f1001467,1
0.5,0.5,public_repo,exists,21f3002257,1
0.5,0.5,mit_license,present,21f3002257,1
0.4,0.4,autolysis.py,present,21f3002257,1
0.1,0.1,goodreads/README.md,present,21f3002257,1
0.1,0.1,goodreads/*.png,present,21f3002257,1
0.1,0.1,happiness/README.md,present,21f3002257,1
0.1,0.1,happiness/*.png,present,21f3002257,1
0.1,0.1,media/README.md,present,21f3002257,1
0.1,0.1,media/*.png,present,21f3002257,1
0.5,0.5,uv run autolysis goodreads.csv,ran,21f3002257,1
0.5,0.5,uv run autolysis *,ran,21f3002257,1
0.5,0.5,public_repo,exists,22f3001768,1
0.5,0.5,mit_license,present,22f3001768,1
0.4,0.4,autolysis.py,present,22f3001768,1
0.1,0.1,goodreads/README.md,present,22f3001768,1
0.1,0.1,goodreads/*.png,present,22f3001768,1
0.1,0.1,happiness/README.md,present,22f3001768,1
0.1,0.1,happiness/*.png,present,22f3001768,1
0.1,0.1,media/README.md,present,22f3001768,1
0.1,0.1,media/*.png,present,22f3001768,1
0.0,0.5,uv run autolysis goodreads.csv,"Reading inline script metadata from `/root/.local/share/tds-sep-24-project-2/22f3001768/autolysis.py` Installed 30 packages in 226ms Traceback (most recent call last):   File ""/root/.local/share/tds-sep-24-project-2/22f3001768/autolysis.py"", line 307, in <module>     jsont = json.loads(text_feature_understand.strip('```json\n').strip('```'))   File ""/root/.local/share/uv/python/cpython-3.13.1-linux-x86_64-gnu/lib/python3.13/json/__init__.py"", line 346, in loads     return _default_decoder.decode(s)            ~~~~~~~~~~~~~~~~~~~~~~~^^^   File ""/root/.local/share/uv/python/cpython-3.13.1-linux-x86_64-gnu/lib/python3.13/json/decoder.py"", line 345, in decode     obj, end = self.raw_decode(s, idx=_w(s, 0).end())                ~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^   File ""/root/.local/share/uv/python/cpython-3.13.1-linux-x86_64-gnu/lib/python3.13/json/decoder.py"", line 363, in raw_decode     raise JSONDecodeError(""Expecting value"", s, err.value) from None json.decoder.JSONDecodeError: Expecting value: line 1 column 1 (char 0) ",22f3001768,0
0.0,0.5,uv run autolysis *,did not run all,22f3001768,0
0.5,0.5,public_repo,exists,23f1002049,1
0.5,0.5,mit_license,present,23f1002049,1
0.4,0.4,autolysis.py,present,23f1002049,1
0.1,0.1,goodreads/README.md,present,23f1002049,1
0.1,0.1,goodreads/*.png,present,23f1002049,1
0.1,0.1,happiness/README.md,present,23f1002049,1
0.1,0.1,happiness/*.png,present,23f1002049,1
0.1,0.1,media/README.md,present,23f1002049,1
0.1,0.1,media/*.png,present,23f1002049,1
0.0,0.5,uv run autolysis goodreads.csv,"Traceback (most recent call last):   File ""/root/.local/share/tds-sep-24-project-2/23f1002049/autolysis.py"", line 9, in <module>     from google.colab import files ModuleNotFoundError: No module named 'google' ",23f1002049,0
0.0,0.5,uv run autolysis *,did not run all,23f1002049,0
0.5,0.5,public_repo,exists,22f3000364,1
0.5,0.5,mit_license,present,22f3000364,1
0.4,0.4,autolysis.py,present,22f3000364,1
0.0,0.1,goodreads/README.md,missing,22f3000364,0
0.0,0.1,goodreads/*.png,missing,22f3000364,0
0.0,0.1,happiness/README.md,missing,22f3000364,0
0.0,0.1,happiness/*.png,missing,22f3000364,0
0.0,0.1,media/README.md,missing,22f3000364,0
0.0,0.1,media/*.png,missing,22f3000364,0
0.0,0.5,uv run autolysis goodreads.csv,"Command '['uv', 'run', '/root/.local/share/tds-sep-24-project-2/22f3000364/autolysis.py', '/root/.local/share/tds-sep-24-project-2/datasets/goodreads.csv']' timed out after 180 seconds",22f3000364,0
0.0,0.5,uv run autolysis *,did not run all,22f3000364,0
0.5,0.5,public_repo,exists,22f2000455,1
0.5,0.5,mit_license,present,22f2000455,1
0.4,0.4,autolysis.py,present,22f2000455,1
0.1,0.1,goodreads/README.md,present,22f2000455,1
0.1,0.1,goodreads/*.png,present,22f2000455,1
0.1,0.1,happiness/README.md,present,22f2000455,1
0.1,0.1,happiness/*.png,present,22f2000455,1
0.1,0.1,media/README.md,present,22f2000455,1
0.1,0.1,media/*.png,present,22f2000455,1
0.0,0.5,uv run autolysis goodreads.csv,"Traceback (most recent call last):   File ""/root/.local/share/tds-sep-24-project-2/22f2000455/autolysis.py"", line 9, in <module>     from google.colab import files ModuleNotFoundError: No module named 'google' ",22f2000455,0
0.0,0.5,uv run autolysis *,did not run all,22f2000455,0
0.5,0.5,public_repo,exists,23f1000017,1
0.5,0.5,mit_license,present,23f1000017,1
0.4,0.4,autolysis.py,present,23f1000017,1
0.0,0.1,goodreads/README.md,missing,23f1000017,0
